Planilha;Database
TCL/019/2023/SMDHC/SESANA;TFM/047/2025/SMDHC/FUMCAD
TCL/020/2023/SMDHC/SESANA;TFM/048/2018/SMDHC/FUMCAD
TCL/030/2023/SMDHC/SESANA;TFM/048/2019/SMDHC/CPCA
TCL/021/2023/SMDHC/SESANA;TFM/048/2020/SMDHC/CPM
TCL/025/2023/SMDHC/SESANA;TFM/048/2021/SMDHC/FUMCAD
TCL/031/2023/SMDHC/SESANA;TFM/048/2022/SMDHC/FUMCAD
TCL/022/2023/SMDHC/SESANA;TFM/048/2023/SMDHC/FUMCAD
TCL/023/2023/SMDHC/SESANA;TFM/048/2024/SMDHC/CPPI
TFM/055/2023/SMDHC/CPCA;TFM/048/2025/SMDHC/FUMCAD
TFM/056/2023/SMDHC/CPCA;TFM/049/2018/SMDHC/FUMCAD
TFM/046/2023/SMDHC/COSAN;TFM/049/2019/SMDHC/CPCA
TFM/058/2023/SMDHC/CPM;TFM/049/2020/SMDHC/CPM
TFM/060/2023/SMDHC/CPPSR;TFM/049/2021/SMDHC/CPPSR
TFM/062/2023/SMDHC/CPPSR;TFM/049/2022/SMDHC/FUMCAD
TFM/001/2023/SMDHC/FUMCAD;TFM/049/2023/SMDHC/FUMCAD
TFM/002/2023/SMDHC/FUMCAD;TFM/049/2024/SMDHC/CPM
TFM/003/2023/SMDHC/FUMCAD;TFM/049/2025/SMDHC/FUMCAD
TFM/004/2023/SMDHC/FUMCAD;TFM/050/2018/SMDHC/FUMCAD
TFM/005/2023/SMDHC/FUMCAD;TFM/050/2019/SMDHC/FUMCAD
TFM/007/2023/SMDHC/FUMCAD;TFM/050/2020/SMDHC/CPPSR
TFM/008/2023/SMDHC/FUMCAD;TFM/050/2021/SMDHC/FUMCAD
TFM/010/2023/SMDHC/FUMCAD;TFM/050/2022/SMDHC/CPCA
TFM/011/2023/SMDHC/FUMCAD;TFM/050/2023/SMDHC/FMID
TFM/012/2023/SMDHC/FUMCAD;TFM/050/2024/SMDHC/CPM
TFM/013/2023/SMDHC/FUMCAD;TFM/050/2025/SMDHC/FUMCAD
TFM/014/2023/SMDHC/FUMCAD;TFM/051/2018/SMDHC/FUMCAD
TFM/015/2023/SMDHC/FUMCAD;TFM/051/2019/SMDHC/FUMCAD
TFM/016/2023/SMDHC/FUMCAD;TFM/051/2020/SMDHC/FUMCAD
TFM/017/2023/SMDHC/FUMCAD;TFM/051/2021/SMDHC/CPM
TFM/018/2023/SMDHC/FUMCAD;TFM/051/2022/SMDHC/CPCA
TFM/019/2023/SMDHC/FUMCAD;TFM/051/2023/SMDHC/FMID
TFM/020/2023/SMDHC/FUMCAD;TFM/051/2024/SMDHC/FUMCAD
TFM/021/2023/SMDHC/FUMCAD;TFM/051/2025/SMDHC/FUMCAD
TFM/022/2023/SMDHC/FUMCAD;TFM/052/2018/SMDHC/CPM
TFM/023/2023/SMDHC/FUMCAD;TFM/052/2019/SMDHC/FUMCAD
TFM/024/2023/SMDHC/FUMCAD;TFM/052/2020/SMDHC/CPPSR
TFM/025/2023/SMDHC/FUMCAD;TFM/052/2021/SMDHC/DEDH
TFM/027/2023/SMDHC/FUMCAD;TFM/052/2022/SMDHC/FUMCAD
TFM/028/2023/SMDHC/FUMCAD;TFM/052/2023/SMDHC/FUMCAD
TFM/030/2023/SMDHC/FUMCAD;TFM/052/2024/SMDHC/FUMCAD
TFM/031/2023/SMDHC/FUMCAD;TFM/052/2025/SMDHC/FUMCAD
TFM/034/2023/SMDHC/FUMCAD;TFM/053/2018/SMDHC/FUMCAD
TFM/035/2023/SMDHC/FUMCAD;TFM/053/2019/SMDHC/FUMCAD
TFM/036/2023/SMDHC/FUMCAD;TFM/053/2020/SMDHC/CPJ
TFM/037/2023/SMDHC/FUMCAD;TFM/053/2021/SMDHC/FUMCAD
TFM/038/2023/SMDHC/FUMCAD;TFM/053/2022/SMDHC/FUMCAD
TFM/039/2023/SMDHC/FUMCAD;TFM/053/2023/SMDHC/FUMCAD
TFM/040/2023/SMDHC/FUMCAD;TFM/053/2024/SMDHC/FUMCAD
TFM/041/2023/SMDHC/FUMCAD;TFM/053/2025/SMDHC/FUMCAD
TFM/042/2023/SMDHC/FUMCAD;TFM/054/2018/SMDHC/FUMCAD
TFM/043/2023/SMDHC/FUMCAD;TFM/054/2019/SMDHC/FUMCAD
TFM/044/2023/SMDHC/FUMCAD;TFM/054/2020/SMDHC/CPLGBTI
TFM/045/2023/SMDHC/FUMCAD;TFM/054/2021/SMDHC/FMID
TFM/047/2023/SMDHC/FUMCAD;TFM/054/2022/SMDHC/FMID
TFM/048/2023/SMDHC/FUMCAD;TFM/054/2023/SMDHC/FUMCAD
TFM/049/2023/SMDHC/FUMCAD;TFM/054/2024/SMDHC/FUMCAD
TFM/052/2023/SMDHC/FUMCAD;TFM/054/2025/SMDHC/CPCA
TFM/053/2023/SMDHC/FUMCAD;TFM/055/2018/SMDHC/FUMCAD
TFM/054/2023/SMDHC/FUMCAD;TFM/055/2019/SMDHC/CPPSR
TFM/057/2023/SMDHC/FUMCAD;TFM/055/2020/SMDHC/DEDH
TFM/059/2023/SMDHC/FUMCAD;TFM/055/2021/SMDHC/FMID
TFM/061/2023/SMDHC/FUMCAD;TFM/055/2022/SMDHC/FMID
TFM/066/2023/SMDHC/CPJ;TFM/055/2023/SMDHC/CPCA
TFM/069/2023/SMDHC/SESANA;TFM/055/2024/SMDHC/FUMCAD
TFM/072/2023/SMDHC/SESANA;TFM/055/2025/SMDHC/FMID
TFM/067/2023/SMDHC/CPCA;TFM/056/2018/SMDHC/FUMCAD
TFM/064/2023/SMDHC/CPPI;TFM/056/2019/SMDHC/FUMCAD
TFM/068/2023/SMDHC/FUMCAD;TFM/056/2020/SMDHC/FUMCAD
TCL/032/2023/SMDHC/SESANA;TFM/056/2021/SMDHC/FUMCAD
TFM/065/2023/SMDHC/CPJ;TFM/056/2022/SMDHC/FUMCAD
TFM/070/2023/SMDHC/CPIPTD;TFM/056/2023/SMDHC/CPCA
TFM/063/2023/SMDHC/CPPSR;TFM/056/2024/SMDHC/CPM
TFM/007/2020/SMDHC/FUMCAD;TFM/056/2025/SMDHC/FUMCAD
TFM/081/2023/SMDHC/FUMCAD;TFM/057/2018/SMDHC/FUMCAD
TFM/076/2023/SMDHC/FUMCAD;TFM/057/2019/SMDHC/FUMCAD
TFM/026/2023/SMDHC/FUMCAD;TFM/057/2020/SMDHC/DEDH
TFM/071/2023/SMDHC/FUMCAD;TFM/057/2021/SMDHC/FMID
TFM/077/2023/SMDHC/FMID;TFM/057/2022/SMDHC/FUMCAD
TFM/078/2023/SMDHC/FMID;TFM/057/2023/SMDHC/FUMCAD
TFM/082/2023/SMDHC/FMID;TFM/057/2024/SMDHC/DEDH
TFM/086/2023/SMDHC/FMID;TFM/057/2025/SMDHC/CPJ
TFM/087/2023/SMDHC/FMID;TFM/058/2018/SMDHC/FUMCAD
TCL/047/2023/SMDHC/SESANA;TFM/058/2019/SMDHC/CPLGBTI
TCL/040/2023/SMDHC/SESANA;TFM/058/2020/SMDHC/DEDH
TCL/033/2023/SMDHC/SESANA;TFM/058/2021/SMDHC/CPCA
TCL/034/2023/SMDHC/SESANA;TFM/058/2022/SMDHC/FUMCAD
TCL/036/2023/SMDHC/SESANA;TFM/058/2023/SMDHC/CPM
TCL/038/2023/SMDHC/SESANA;TFM/058/2024/SMDHC/CPIPTD
TCL/039/2023/SMDHC/SESANA;TFM/058/2025/SMDHC/SESANA
TCL/046/2023/SMDHC/SESANA;TFM/059/2018/SMDHC/FUMCAD
TCL/041/2023/SMDHC/SESANA;TFM/059/2019/SMDHC/FUMCAD
TCL/048/2023/SMDHC/SESANA;TFM/059/2020/SMDHC/CPLGBTI
TCL/055/2023/SMDHC/SESANA;TFM/059/2021/SMDHC/DEDH
TCL/049/2023/SMDHC/SESANA;TFM/059/2022/SMDHC/CPLGBTI
TCL/043/2023/SMDHC/SESANA;TFM/059/2023/SMDHC/FUMCAD
TCL/050/2023/SMDHC/SESANA;TFM/059/2024/SMDHC/FMID
TCL/044/2023/SMDHC/SESANA;TFM/059/2025/SMDHC/CPJ
TCL/045/2023/SMDHC/SESANA;TFM/060/2018/SMDHC/FUMCAD
TFM/090/2023/SMDHC/CPPSR;TFM/060/2019/SMDHC/FUMCAD
TFM/083/2023/SMDHC/CPJ;TFM/060/2020/SMDHC/FUMCAD
TFM/079/2023/SMDHC/CPCA;TFM/060/2021/SMDHC/CPJ
TFM/095/2023/SMDHC/DEDH;TFM/060/2022/SMDHC/CPCA
TFM/073/2023/SMDHC/CPPSR;TFM/060/2023/SMDHC/CPPSR
TFM/089/2023/SMDHC/DEDH;TFM/060/2024/SMDHC/FUMCAD
TFM/080/2023/SMDHC/CPM;TFM/060/2025/SMDHC/CPJ
TFM/084/2023/SMDHC/CPPSR;TFM/061/2018/SMDHC/FUMCAD
TFM/074/2023/SMDHC/DEDH;TFM/061/2019/SMDHC/CPPSR
TFM/075/2023/SMDHC/SESANA;TFM/061/2020/SMDHC/FUMCAD
TFM/088/2023/SMDHC/CPJ;TFM/061/2021/SMDHC/CPM
TFM/085/2023/SMDHC/CPPSR;TFM/061/2021/SMDHC/DEDH
TFM/091/2023/SMDHC/CPM;TFM/061/2023/SMDHC/FUMCAD
TFM/094/2023/SMDHC/DEDH;TFM/061/2024/SMDHC/FUMCAD
TFM/092/2023/SMDHC/CPM;TFM/061/2025/SMDHC/FMID
TFM/093/2023/SMDHC/CPM;TFM/062/2018/SMDHC/FUMCAD
TCL/051/2023/SMDHC/CPM;TFM/062/2019/SMDHC/CPCA
TCL/052/2023/SMDHC/CPM;TFM/062/2020/SMDHC/CPLGBTI
TCL/053/2023/SMDHC/CPM;TFM/062/2021/SMDHC/CPM
TCL/054/2023/SMDHC/CPM;TFM/062/2021/SMDHC/CPPSR
TCV/112/2015/SMDHC/CPPI;TFM/062/2023/SMDHC/CPPSR
TCV/002/2016/SMPM/CPM;TFM/062/2024/SMDHC/FUMCAD
TCV/047/2016/SMDHC/CPLGBTI;TFM/062/2025/SMDHC/FUMCAD
TCV/040/2016/SMDHC/CPLGBTI;TFM/063/2018/SMDHC/FUMCAD
TFM/032/2022/SMDHC/FUMCAD;TFM/063/2019/SMDHC/DEDH
TCL/002/2020/SMDHC/CPIPTD;TFM/063/2021/SMDHC/FUMCAD
TFM/017/2020/SMDHC/FUMCAD;TFM/063/2022/SMDHC/CPM
TFM/016/2020/SMDHC/FUMCAD;TFM/063/2023/SMDHC/CPPSR
TFM/098/2023/SMDHC/CPIPTD;TFM/063/2024/SMDHC/FUMCAD
TFM/099/2023/SMDHC/CPIPTD;TFM/063/2025/SMDHC/CPCA
TFM/104/2023/SMDHC/CPIR;TFM/064/2018/SMDHC/FUMCAD
TFM/096/2023/SMDHC/DEDH;TFM/064/2019/SMDHC/CPLGBTI
TFM/105/2023/SMDHC/CPLGBTI;TFM/064/2020/SMDHC/CPM
TFM/107/2023/SMDHC/CPM;TFM/064/2021/SMDHC/FMID
TFM/101/2023/SMDHC/CPJ;TFM/064/2022/SMDHC/CPJ
TFM/097/2023/SMDHC/EGRESSOS;TFM/064/2023/SMDHC/CPPI
TFM/108/2023/SMDHC/CPIR;TFM/064/2024/SMDHC/FUMCAD
TFM/109/2023/SMDHC/CPM;TFM/064/2025/SMDHC/CPCA
TFM/106/2023/SMDHC/CPLGBTI;TFM/065/2018/SMDHC/FUMCAD
TFM/102/2023/SMDHC/SESANA;TFM/065/2019/SMDHC/CPCA
TFM/103/2023/SMDHC/SESANA;TFM/065/2020/SMDHC/CPLGBTI
TCL/058/2023/SMDHC/SESANA;TFM/065/2021/SMDHC/FMID
TCL/037/2023/SMDHC/SESANA;TFM/065/2022/SMDHC/FUMCAD
TCL/059/2023/SMDHC/SESANA;TFM/065/2023/SMDHC/CPJ
TCL/056/2023/SMDHC/SESANA;TFM/065/2024/SMDHC/FUMCAD
TCL/057/2023/SMDHC/SESANA;TFM/065/2025/SMDHC/CPJ
TCL/060/2023/SMDHC/SESANA;TFM/066/2018/SMDHC/FUMCAD
ACP/009/2017/SMDHC/CPIR;TFM/066/2019/SMDHC/CPCA
ACP/002/2020/SMDHC/CPPI;TFM/066/2021/SMDHC/FMID
ACP/004/2019/SMDHC/CPJ;TFM/066/2022/SMDHC/CPM
TCP/1001601901/2020/SMDHC/CPM;TFM/066/2023/SMDHC/CPJ
TCC/1001612601/2021/SMDHC/DLFD;TFM/066/2024/SMDHC/FUMCAD
TCP/XXX/2021/SMDHC/CPM;TFM/066/2025/SMDHC/CPCA
ACP/001/2022/SMDHC/CPJ;TFM/067/2018/SMDHC/FUMCAD
ACP/004/2022/SMDHC/CPM;TFM/067/2019/SMDHC/CPPSR
ACP/003/2022/SMDHC/CPLGBTI;TFM/067/2020/SMDHC/CPCA
ACP/002/2021/SMDHC/CPJ;TFM/067/2022/SMDHC/CPPSR
TCP/007/2022/SMDHC/CPLGBTI;TFM/067/2023/SMDHC/CPCA
ACP/008/2022/SMDHC/CPIR;TFM/067/2024/SMDHC/CPPSR
ACP/009/2022/SMDHC/CPM;TFM/067/2025/SMDHC/DEDH
ACP/002/2023/SMDHC/CPJ;TFM/068/2018/SMDHC/FUMCAD
TCL/064/2023/SMDHC/SESANA;TFM/068/2019/SMDHC/CPM
TCL/065/2023/SMDHC/SESANA;TFM/068/2020/SMDHC/CPPSR
TCL/042/2023/SMDHC/SESANA;TFM/068/2022/SMDHC/CIDADESOLIDÁRIA
TFM/004/2020/SMDHC/FUMCAD;TFM/068/2023/SMDHC/FUMCAD
TCL/035/2023/SMDHC/SESANA;TFM/068/2024/SMDHC/CPIPTD
TFM/136/2023/SMDHC/CPIPTD;TFM/068/2025/SMDHC/CPPSR
TFM/133/2023/SMDHC/CPCA;TFM/069/2018/SMDHC/FUMCAD
TFM/134/2023/SMDHC/CPJ;TFM/069/2019/SMDHC/FUMCAD
TFM/137/2023/SMDHC/CPIR;TFM/069/2020/SMDHC/CPPI
TFM/124/2023/SMDHC/CPM;TFM/069/2021/SMDHC/CPJ
TFM/100/2023/SMDHC/CPM;TFM/069/2022/SMDHC/DEDH
TFM/113/2023/SMDHC/CPCA;TFM/069/2023/SMDHC/SESANA
TFM/114/2023/SMDHC/DEDH;TFM/069/2024/SMDHC/CPM
TFM/126/2023/SMDHC/CPJ;TFM/069/2025/SMDHC/CPCA
TFM/120/2023/SMDHC/CPPSR;TFM/070/2018/SMDHC/FUMCAD
TFM/119/2023/SMDHC/CPM;TFM/070/2019/SMDHC/FUMCAD
TFM/140/2023/SMDHC/CPPI;TFM/070/2020/SMDHC/CPIPTD
TFM/115/2023/SMDHC/CPM;TFM/070/2022/SMDHC/CPJ
TFM/121/2023/SMDHC/CPIR;TFM/070/2023/SMDHC/CPIPTD
TFM/127/2023/SMDHC/CPIPTD;TFM/070/2024/SMDHC/CPJ
TFM/132/2023/SMDHC/CPM;TFM/070/2025/SMDHC/CPM
TFM/128/2023/SMDHC/CPPI;TFM/071/2018/SMDHC/CPDDH
TFM/141/2023/SMDHC/DEDH;TFM/071/2018/SMDHC/FUMCAD
TFM/116/2023/SMDHC/CPIPTD;TFM/071/2019/SMDHC/FUMCAD
TFM/112/2023/SMDHC/CPPSR;TFM/071/2020/SMDHC/CPJ
TFM/123/2023/SMDHC/CPJ;TFM/071/2021/SMDHC/CPJ
TFM/129/2023/SMDHC/CPM;TFM/071/2022/SMDHC/CPPSR
TFM/130/2023/SMDHC/EGRESSOS;TFM/071/2023/SMDHC/FUMCAD
TFM/117/2023/SMDHC/CPIR;TFM/071/2024/SMDHC/CPM
TFM/111/2023/SMDHC/CPD;TFM/071/2025/SMDHC/CPM
TFM/131/2023/SMDHC/CPPI;TFM/072/2018/SMDHC/FUMCAD
TFM/118/2023/SMDHC/CPIPTD;TFM/072/2019/SMDHC/CPDDH
TFM/122/2023/SMDHC/DEDH;TFM/072/2020/SMDHC/CPPSR
TFM/125/2023/SMDHC/CPJ;TFM/072/2021/SMDHC/CPIR
TFM/148/2023/SMDHC/SESANA;TFM/072/2022/SMDHC/CPM
TFM/135/2023/SMDHC/CPPI;TFM/072/2023/SMDHC/SESANA
TFM/143/2023/SMDHC/CPPI;TFM/072/2024/SMDHC/DEDH
TFM/138/2023/SMDHC/CPPI;TFM/072/2025/SMDHC/CPJ
TFM/144/2023/SMDHC/CPCA;TFM/073/2018/SMDHC/FUMCAD
TFM/145/2023/SMDHC/CPJ;TFM/073/2019/SMDHC/CPDDH
TFM/146/2023/SMDHC/SESANA;TFM/073/2020/SMDHC/CPD
TFM/155/2023/SMDHC/CPLGBTI;TFM/073/2021/SMDHC/CPPSR
TFM/142/2023/SMDHC/CPIR;TFM/073/2022/SMDHC/CPJ
TFM/156/2023/SMDHC/EGRESSOS;TFM/073/2023/SMDHC/CPPSR
TFM/147/2023/SMDHC/CPM;TFM/073/2024/SMDHC/DEDH
TFM/157/2023/SMDHC/CPM;TFM/073/2025/SMDHC/CPM
TFM/149/2023/SMDHC/CPJ;TFM/074/2018/SMDHC/FUMCAD
TFM/152/2023/SMDHC/CPCA;TFM/074/2019/SMDHC/CPLGBTI
TFM/153/2023/SMDHC/CPCA;TFM/074/2020/SMDHC/CPIR
TFM/158/2023/SMDHC/CPM;TFM/074/2021/SMDHC/CPIPTD
TFM/159/2023/SMDHC/CPCA;TFM/074/2022/SMDHC/CPPI
TFM/160/2023/SMDHC/DPS;TFM/074/2023/SMDHC/DEDH
TCL/066/2023/SMDHC/CPIR;TFM/074/2024/SMDHC/CPIPTD
TCL/067/2023/SMDHC/CPIR;TFM/074/2025/SMDHC/CPM
TCL/068/2023/SMDHC/CPIR;TFM/075/2018/SMDHC/FUMCAD
TCL/069/2023/SMDHC/CPIR;TFM/075/2019/SMDHC/FUMCAD
TCL/071/2023/SMDHC/SESANA;TFM/075/2020/SMDHC/CPCA
TCL/072/2023/SMDHC/SESANA;TFM/075/2021/SMDHC/CPM
TFM/139/2023/SMDHC/SESANA;TFM/075/2022/SMDHC/DEDH
TFM/154/2023/SMDHC/CPJ;TFM/075/2023/SMDHC/SESANA
TFM/161/2023/SMDHC/CPPSR;TFM/075/2024/SMDHC/CPPSR
TFM/162/2023/SMDHC/CPIPTD;TFM/076/2018/SMDHC/FUMCAD
TFM/163/2023/SMDHC/CPM;TFM/076/2019/SMDHC/FUMCAD
TFM/164/2023/SMDHC/SESANA;TFM/076/2020/SMDHC/CPPI
TFM/165/2023/SMDHC/CPPSR;TFM/076/2021/SMDHC/CPPSR
TFM/166/2023/SMDHC/CPCA;TFM/076/2022/SMDHC/CPIPTD
TFM/167/2023/SMDHC/CPPSR;TFM/076/2023/SMDHC/FUMCAD
TFM/168/2023/SMDHC/SESANA;TFM/076/2024/SMDHC/CPPI
TFM/169/2023/SMDHC/CPPSR;TFM/076/2025/SMDHC/CPM
TFM/170/2023/SMDHC/CPIR;TFM/077/2018/SMDHC/FUMCAD
TFM/171/2023/SMDHC/CPJ;TFM/077/2019/SMDHC/FUMCAD
TFM/172/2023/SMDHC/SESANA;TFM/077/2020/SMDHC/CPM
TFM/173/2023/SMDHC/CPM;TFM/077/2021/SMDHC/CPPSR
TFM/174/2023/SMDHC/DEDH;TFM/077/2022/SMDHC/CPCA
TFM/175/2023/SMDHC/DEDH;TFM/077/2023/SMDHC/FMID
TFM/176/2023/SMDHC/CPM;TFM/078/2018/SMDHC/FUMCAD
TFM/177/2023/SMDHC/CPCA;TFM/078/2019/SMDHC/CPPI
TFM/178/2023/SMDHC/COPIND;TFM/078/2020/SMDHC/CPPSR
TFM/179/2023/SMDHC/CPPI;TFM/078/2021/SMDHC/CPCA
TFM/180/2023/SMDHC/DEDH;TFM/078/2022/SMDHC/FUMCAD
TFM/181/2023/SMDHC/CPM;TFM/078/2023/SMDHC/FMID
TFM/182/2023/SMDHC/CPM;TFM/078/2024/SMDHC/CPM
TCL/073/2023/SMDHC/SESANA;TFM/079/2018/SMDHC/FUMCAD
TCL/061/2023/SMDHC/ODH;TFM/079/2019/SMDHC/CPCA
TCL/062/2023/SMDHC/ODH;TFM/079/2020/SMDHC/CPM
TCL/063/2023/SMDHC/ODH;TFM/079/2021/SMDHC/DEDH
TCL/070/2023/SMDHC/CPPSR;TFM/079/2022/SMDHC/FUMCAD
TCL/001/2022/SMDHC/COSAN;TFM/079/2023/SMDHC/CPCA
TCL/002/2022/SMDHC/COSAN;TFM/079/2024/SMDHC/FMID
TFM/023/2020/SMDHC/FUMCAD;TFM/080/2018/SMDHC/FUMCAD
TFM/018/2020/SMDHC/FUMCAD;TFM/080/2019/SMDHC/CPIR
TFM/025/2020/SMDHC/FUMCAD;TFM/080/2020/SMDHC/CPCA
TCL/001/2024/SMDHC/SESANA;TFM/080/2021/SMDHC/CPPSR
TCL/002/2024/SMDHC/SESANA;TFM/080/2022/SMDHC/CPPSR
TCL/003/2024/SMDHC/SESANA;TFM/080/2023/SMDHC/CPM
TCL/004/2024/SMDHC/SESANA;TFM/080/2024/SMDHC/CPJ
TCL/005/2024/SMDHC/SESANA;TFM/081/2018/SMDHC/FUMCAD
TCL/006/2024/SMDHC/SESANA;TFM/081/2019/SMDHC/CPCA
TCL/008/2024/SMDHC/SESANA;TFM/081/2020/SMDHC/CPIPTD
TCL/009/2024/SMDHC/SESANA;TFM/081/2022/SMDHC/FUMCAD
TCL/007/2024/SMDHC/SESANA;TFM/081/2023/SMDHC/FUMCAD
TCL/010/2024/SMDHC/CPJ;TFM/081/2024/SMDHC/CPJ
TCV/002/2020/SMC-SMDHC/CPIR;TFM/082/2018/SMDHC/FUMCAD
TFM/150/2023/SMDHC/SESANA;TFM/082/2019/SMDHC/CPCA
TFM/183/2023/SMDHC/CPIPTD;TFM/082/2020/SMDHC/CPJ
TFM/151/2023/SMDHC/CPIPTD;TFM/082/2021/SMDHC/DEDH
TFM/001/2024/SMDHC/FUMCAD;TFM/082/2022/SMDHC/FUMCAD
TFM/008/2024/SMDHC/FUMCAD;TFM/082/2023/SMDHC/FMID
TFM/004/2024/SMDHC/FUMCAD;TFM/082/2024/SMDHC/CPPI
TFM/005/2024/SMDHC/FUMCAD;TFM/082/2025/SMDHC/CPM
TFM/009/2024/SMDHC/FUMCAD;TFM/083/2018/SMDHC/FUMCAD
TFM/015/2024/SMDHC/FUMCAD;TFM/083/2019/SMDHC/CMMV
TFM/012/2024/SMDHC/FUMCAD;TFM/083/2020/SMDHC/DEDH
TFM/002/2024/SMDHC/FUMCAD;TFM/083/2021/SMDHC/DEDH
TFM/010/2024/SMDHC/FUMCAD;TFM/083/2022/SMDHC/FUMCAD
TCL/011/2024/SMDHC/SESANA;TFM/083/2023/SMDHC/CPJ
TFM/013/2024/SMDHC/FUMCAD;TFM/083/2024/SMDHC/FUMCAD
TFM/006/2024/SMDHC/FUMCAD;TFM/084/2018/SMDHC/FUMCAD
TFM/003/2024/SMDHC/FUMCAD;TFM/084/2019/SMDHC/CPJ
TFM/014/2024/SMDHC/FUMCAD;TFM/084/2020/SMDHC/CPM
TFM/016/2024/SMDHC/FUMCAD;TFM/084/2022/SMDHC/CPIPTD
TFM/018/2024/SMDHC/FUMCAD;TFM/084/2023/SMDHC/CPPSR
TFM/017/2024/SMDHC/FUMCAD;TFM/084/2024/SMDHC/FMID
TFM/020/2024/SMDHC/FUMCAD;TFM/085/2018/SMDHC/FUMCAD
TFM/011/2024/SMDHC/FUMCAD;TFM/085/2019/SMDHC/CMMV
TCL/012/2024/SMDHC/CPPSR;TFM/085/2022/SMDHC/CPPSR
TFM/021/2024/SMDHC/FUMCAD;TFM/085/2023/SMDHC/CPPSR
TFM/024/2024/SMDHC/FUMCAD;TFM/085/2024/SMDHC/DEDH
TFM/028/2024/SMDHC/FUMCAD;TFM/086/2018/SMDHC/FUMCAD
TFM/022/2024/SMDHC/FUMCAD;TFM/086/2019/SMDHC/CPDDH
TFM/019/2024/SMDHC/FUMCAD;TFM/086/2022/SMDHC/FUMCAD
TCL/014/2024/SMDHC/CPM;TFM/086/2023/SMDHC/FMID
TCL/015/2024/SMDHC/CPM;TFM/086/2024/SMDHC/CPIR
TCL/016/2024/SMDHC/CPM;TFM/087/2018/SMDHC/FUMCAD
TCL/017/2024/SMDHC/CPM;TFM/087/2019/SMDHC/CPDDH
TFM/023/2024/SMDHC/FUMCAD;TFM/087/2022/SMDHC/CPM
TFM/026/2024/SMDHC/FUMCAD;TFM/087/2023/SMDHC/FMID
TFM/031/2024/SMDHC/FUMCAD;TFM/087/2024/SMDHC/DEDH
TFM/034/2024/SMDHC/FUMCAD;TFM/088/2018/SMDHC/FUMCAD
TFM/037/2024/SMDHC/FUMCAD;TFM/088/2022/SMDHC/CPM
TFM/033/2024/SMDHC/CPM;TFM/088/2023/SMDHC/CPJ
TFM/040/2024/SMDHC/FUMCAD;TFM/088/2024/SMDHC/CPJ
TFM/041/2024/SMDHC/FUMCAD;TFM/089/2018/SMDHC/FUMCAD
TFM/035/2024/SMDHC/FUMCAD;TFM/089/2019/SMDHC/CPDDH
TFM/045/2024/SMDHC/FUMCAD;TFM/089/2022/SMDHC/CPM
TFM/038/2024/SMDHC/FUMCAD;TFM/089/2023/SMDHC/DEDH
TFM/027/2024/SMDHC/FUMCAD;TFM/089/2024/SMDHC/CPJ
TFM/032/2024/SMDHC/FUMCAD;TFM/090/2018/SMDHC/FUMCAD
TFM/042/2024/SMDHC/FUMCAD;TFM/090/2022/SMDHC/DEDH
TFM/043/2024/SMDHC/FUMCAD;TFM/090/2023/SMDHC/CPPSR
TFM/036/2024/SMDHC/FUMCAD;TFM/090/2024/SMDHC/CPM
TCL/013/2024/SMDHC/CPPSR;TFM/091/2018/SMDHC/FUMCAD
TFM/025/2024/SMDHC/FUMCAD;TFM/091/2022/SMDHC/CPPI
TFM/054/2024/SMDHC/FUMCAD;TFM/091/2023/SMDHC/CPM
TFM/059/2024/SMDHC/FMID;TFM/091/2024/SMDHC/CPM
TFM/061/2024/SMDHC/FUMCAD;TFM/092/2022/SMDHC/CPM
TFM/062/2024/SMDHC/FUMCAD;TFM/092/2023/SMDHC/CPM
TFM/052/2024/SMDHC/FUMCAD;TFM/092/2024/SMDHC/FUMCAD
TFM/029/2024/SMDHC/CPPI;TFM/093/2022/SMDHC/CPLGBTI
TFM/047/2024/SMDHC/CPIPTD;TFM/093/2023/SMDHC/CPM
TFM/057/2024/SMDHC/DEDH;TFM/093/2024/SMDHC/FUMCAD
TFM/049/2024/SMDHC/CPM;TFM/094/2022/SMDHC/CPIR
TFM/050/2024/SMDHC/CPM;TFM/094/2023/SMDHC/DEDH
TFM/056/2024/SMDHC/CPM;TFM/094/2024/SMDHC/FMID
TFM/058/2024/SMDHC/CPIPTD;TFM/095/2022/SMDHC/CPJ
TFM/067/2024/SMDHC/CPPSR;TFM/095/2023/SMDHC/DEDH
TFM/068/2024/SMDHC/CPIPTD;TFM/095/2024/SMDHC/FUMCAD
TFM/069/2024/SMDHC/CPM;TFM/096/2023/SMDHC/DEDH
TFM/046/2024/SMDHC/CPM;TFM/096/2024/SMDHC/CPPI
TFM/044/2024/SMDHC/CPPSR;TFM/097/2022/SMDHC/FUMCAD
TFM/073/2024/SMDHC/DEDH;TFM/097/2023/SMDHC/EGRESSOS
TFM/007/2024/SMDHC/FUMCAD;TFM/097/2024/SMDHC/CPPI
TFM/053/2024/SMDHC/FUMCAD;TFM/098/2022/SMDHC/CPM
TFM/070/2024/SMDHC/CPJ;TFM/098/2023/SMDHC/CPIPTD
TFM/065/2024/SMDHC/FUMCAD;TFM/098/2024/SMDHC/CPPI
TFM/055/2024/SMDHC/FUMCAD;TFM/099/2022/SMDHC/CPJ
TFM/084/2024/SMDHC/FMID;TFM/099/2023/SMDHC/CPIPTD
