numero_termo,osc,projeto,tipo_termo,portaria,cnpj,inicio,final,meses,total_previsto,total_pago,conta,transicao,sei_celeb,sei_pc,endereco,sei_plano,sei_orcamento,contrapartida
TCV/045/2012/SMPP/FUMCAD,Arrastão Movimento de Promoção Humana,Núcleo de Design e Moda: Módulo A  Básico e Módulo B - Específico,Convênio - Passivo,,43082200000000,2012-04-01,2014-03-31,24,413483.96,413483.96,,,201003000000,6074200000000000,,,,
TCV/046/2012/SMPP/FUMCAD,Arrastão Movimento de Promoção Humana,Canto e Encanto  Com os Bichos do Brasil,Convênio - Passivo,,43082200000000,2012-04-01,2014-03-31,24,326351.16,326351.16,,,201003000000,6074200000000000,,,,
TCV/047/2012/SMPP/FUMCAD,Arca do Brasil,Estimulando para a Vida,Convênio - Passivo,,55577600000000,2012-04-01,2013-03-31,12,110597.0,110597.0,,,201003000000,6074200000000000,,,,
TCV/048/2012/SMPP/FUMCAD,Associação Novolhar,Novolhar na TV,Convênio - Passivo,,3767600000000,2012-04-01,2013-03-31,12,326520.0,326520.0,,,201103000000,6074200000000000,,,,
TCV/049/2012/SMPP/FUMCAD,Instituto Prof,Identidade e Crescimento,Convênio - Passivo,,7694430000000,2012-04-01,2013-03-31,12,285375.36,285375.36,,,201103000000,6074200000000000,,,,
TCV/050/2012/SMPP/FUMCAD,Instituto Prof,Rumo ao Futuro,Convênio - Passivo,,7694430000000,2012-04-01,2013-03-31,12,105127.24,105127.24,,,201103000000,6074200000000000,,,,
TCV/051/2012/SMPP/FUMCAD,Associação Comunitária Casa dos Deficientes de São Miguel Paulista,Informática para Todos,Convênio - Passivo,,3324870000000,2012-04-01,2013-03-31,12,46000.0,46000.0,,,201103000000,6074200000000000,,,,
TCV/052/2012/SMPP/FUMCAD,"Doutores da Alegria - Arte na Promoção da Saúde, na Formação e no Desenvolvimento Social",Programa de Formação de Palhaços para Jovens,Convênio - Passivo,,491904000000,2012-04-01,2013-03-31,12,199025.0,199025.0,,,201100000000,6074200000000000,,,,
TCV/053/2012/SMPP/FUMCAD,CIP: Congregação Israelita Paulista,Capacitar,Convênio - Passivo,,60766100000000,2012-04-01,2013-03-31,12,164357.32,164357.32,,,201103000000,6074200000000000,,,,
TCV/054/2012/SMPP/FUMCAD,Instituto Criar de TV e Cinema,Vídeo Criar,Convênio - Passivo,,5600020000000,2012-04-01,2014-03-31,24,567998.0,567998.0,,,201003000000,6074200000000000,,,,
TCV/055/2012/SMPP/FUMCAD,TUCCA - Associação para Crianças e Adolescentes com Câncer,Atenção Integral a Crianças e Adolescentes com Câncer,Convênio - Passivo,,3092660000000,2012-04-01,2013-03-31,12,503600.0,503600.0,,,201103000000,6074200000000000,,,,
TCV/056/2012/SMPP/FUMCAD,Turma do Bem,Dentista do Bem,Convênio - Passivo,,5413030000000,2012-04-01,2014-03-31,24,848049.24,848049.24,,,201000000000,6074200000000000,,,,
TCV/057/2012/SMPP/FUMCAD,Intituto Movere de Ações Comunitárias,Prevenção e Tratamento da Obesidade em Crianças e Adolescentes Educando para a Saúde,Convênio - Passivo,,6284680000000,2012-04-01,2014-03-31,24,444326.7,444326.7,,,201103000000,6074200000000000,,,,
TCV/058/2012/SMPP/FUMCAD,CIP: Congregação Israelita Paulista,Crescer para a Vida,Convênio - Passivo,,60766100000000,2012-04-01,2014-07-22,28,717386.24,717386.24,,,201103000000,6074200000000000,,,,
TCV/059/2012/SMPP/FUMCAD,"Associação Civil ""O Cantinho Que Encontrei""",Integração: Cantinho em Família e na Comunidade,Convênio - Passivo,,4016830000000,2012-04-01,2013-03-31,12,149961.6,149961.6,,,6074200000000000,,,,,
TCV/060/2012/SMPP/FUMCAD,Associação Pró-Hope Apoio à Criança com Câncer / Casa Hope,Leitura da Vida na Casa Hope,Convênio - Passivo,,2072480000000,2012-04-01,2013-03-31,12,74236.16,74236.16,,,201103000000,6074200000000000,,,,
TCV/061/2012/SMPP/FUMCAD,Centro de Estudos Psicopedagógicos Pró-Saber,Oficinas Culturais Multipla Escolha,Convênio - Passivo,,68587000000000,2012-04-01,2013-03-31,12,821226.0,821226.0,,,201103000000,6074200000000000,,,,
TCV/062/2012/SMPP/FUMCAD,ADEFAV: Associação para Deficientes da Audio Visão,"Produção de Artesanato em Cerâmica, Bijuteria, Mosaico e Papelaria em Oficinas Especializadas",Convênio - Passivo,,53498000000000,2012-04-01,2013-03-31,12,78383.51,78383.51,,,201001000000,6074200000000000,,,,
TCV/063/2012/SMPP/FUMCAD,GRAACC: Grupo de Apoio ao Adolescente e a Criança com Câncer,Expansão do GRAACC  Infraestrutura e Equipamentos,Convênio - Passivo,,67185700000000,2012-04-01,2013-11-22,20,6414091.0,6414091.0,,,201103000000,,,,,
TCV/065/2012/SMPP/FUMCAD,UNIBES: União Brasileiro-Israelita do Bem-Estar Social,Desafios do Futuro,Convênio - Passivo,,60978700000000,2012-05-01,2013-04-30,12,226858.14,226858.14,,,201100000000,6074200000000000,,,,
TCV/066/2012/SMPP/FUMCAD,Liga das Senhoras Católicas de São Paulo / Liga Solidária,Construindo Saberes,Convênio - Passivo,,60597000000000,2012-05-01,2013-04-30,12,207688.48,207688.48,,,6074200000000000,6074200000000000,,,,
TCV/067/2012/SMPP/FUMCAD,Instituto Prof,Equipes Vencedoras,Convênio - Passivo,,7694430000000,2012-05-01,2013-04-30,12,67998.0,67998.0,,,201103000000,6074200000000000,,,,
TCV/068/2012/SMPP/FUMCAD,Associação Educacional e Assistencial Casa do Zézinho,"Se Cuida, Zezinho",Convênio - Passivo,,74566000000000,2012-06-01,2013-05-31,12,148581.0,148581.0,,,201103000000,6074200000000000,,,,
TCV/069/2012/SMPP/FUMCAD,ACTC: Associação de Assistência à Criança e ao Adolescente Cardíacos e aos Transplantados do Coração,Atendimento Multidisciplinar,Convênio - Passivo,,236857000000,2012-06-01,2014-05-31,24,777336.0,777336.0,,,201103000000,6074200000000000,,,,
TCV/070/2012/SMPP/FUMCAD,Centro de Apoio Comunitário de Perus,II Curso de Formação Continuada de Professores,Convênio - Passivo,,1314940000000,2012-06-01,2013-05-31,12,190080.0,190080.0,,,201103000000,6074200000000000,,,,
TCV/071/2012/SMPP/FUMCAD,NUA: Instituto Nova União da Arte,GPS  Delivery de Arte,Convênio - Passivo,,7676920000000,2012-06-01,2013-05-31,12,279873.56,279873.56,,,201200000000,6074200000000000,,,,
TCV/072/2012/SMPP/FUMCAD,Ação Comunitária do Brasil  São Paulo / Vocação,Cultura & Lazer,Convênio - Passivo,,61750200000000,2012-06-01,2013-05-31,12,753660.0,753660.0,,,201103000000,6074200000000000,,,,
TCV/073/2012/SMPP/FUMCAD,Associação Cidade Escola Aprendiz,Projetos Educativos Locais,Convênio - Passivo,,3074380000000,2012-06-01,2013-05-31,12,559792.2,559792.2,,,6074200000000000,6074200000000000,,,,
TCV/074/2012/SMPP/FUMCAD,Associação Beneficente Vivenda da Criança,Jovem empreendedor da Vivenda da Criança,Convênio - Passivo,,61577100000000,2012-06-01,2013-05-31,12,122436.0,122436.0,,,201103000000,6074200000000000,,,,
TCV/075/2012/SMPP/FUMCAD,Associação AlfaSol,Educação e Iniciação Profissional Juvenil  Temática Turismo,Convênio - Passivo,,2871770000000,2012-06-01,2014-07-13,26,1332000.0,1332000.0,,,201103000000,6074200000000000,,,,
TCV/076/2012/SMPP/FUMCAD,Moradia Associação Civil,Casa de Cultura Digital,Convênio - Passivo,,69272700000000,2012-06-01,2013-05-31,12,144000.0,144000.0,,,201103000000,6074200000000000,,,,
TCV/077/2012/SMPP/FUMCAD,Fundação Gol de Letra,Cultura e Empregabilidade em Foco,Convênio - Passivo,,2820610000000,2012-06-01,2013-05-31,12,542962.3,542962.3,,,201103000000,6074200000000000,,,,
TCV/064/2012/SMPP/FUMCAD,Instituto Leo Madeiras,Desenhista Projetista de Móveis,Convênio - Passivo,,8748880000000,2012-07-02,2013-06-30,12,177167.32,177167.32,,,201103000000,6074200000000000,,,,
TCV/079/2012/SMPP/FUMCAD,ONGF: Organização Não Governamental Futurong - Ação Social Cultural,Esportes Futurong,Convênio - Passivo,,5439540000000,2012-07-02,2013-06-30,12,117000.0,117000.0,,,201103000000,6074200000000000,,,,
TCV/080/2012/SMPP/FUMCAD,Colméia - Instituição a Serviço da Juventude,Trabalho e Cidadania: Programa de Iniciação de Jovens que Buscam Primeiro Emprego,Convênio - Passivo,,61574800000000,2012-07-02,2014-10-03,28,324792.0,324792.0,,,201103000000,6074200000000000,,,,
TCV/081/2012/SMPP/FUMCAD,Associação AlfaSol,Educação e Iniciação Profissional Juvenil para Ocupações Administrativas Logística e Comércio e Varejo,Convênio - Passivo,,2871770000000,2012-07-02,2014-08-21,26,2090790.0,2090790.0,,,201003000000,6074200000000000,,,,
TCV/082/2012/SMPP/FUMCAD,SOMAR - Associação Solidariedade em Marcha,Somar-se na Educação,Convênio - Passivo,,8008710000000,2012-07-02,2014-09-24,27,257158.0,257158.0,,,201103000000,6074200000000000,,,,
TCV/083/2012/SMPP/FUMCAD,FUNDASP: Fundação São Paulo,Saúde Auditiva em Crianças e Adolescentes,Convênio - Passivo,,60990800000000,2012-07-02,2013-06-30,12,172602.15,172602.15,,,201000000000,,,,,
TCV/084/2012/SMPP/FUMCAD,Centro de Estudos da Sexualidade Humana do Instituto Kaplan,Todo Corpo Muda! Oficinas de Prevenção de Gravidez e DST/Aids para Adolescentes com Deficiência Intelectual,Convênio - Passivo,,69103600000000,2012-07-02,2013-06-30,12,80000.0,80000.0,,,201103000000,6074200000000000,,,,
TCV/085/2012/SMPP/FUMCAD,ALPS: Associação de Luta e Promoção Social Jardim Robru e Adjacências,Criança Feliz,Convênio - Passivo,,4676010000000,2012-07-02,2013-06-30,12,297691.54,297691.54,,,201103000000,6074200000000000,,,,
TCV/086/2012/SMPP/FUMCAD,Ação Comunitária do Brasil  São Paulo / Vocação,Ger@ção,Convênio - Passivo,,61750200000000,2012-07-02,2013-06-30,12,1118306.44,1118306.44,,,201103000000,6074200000000000,,,,
TCV/087/2012/SMPP/FUMCAD,ACAAV: Associação Casa de Apoio Amigos da Vida,Alfabetização um Direito de Todos,Convênio - Passivo,,1378250000000,2012-07-02,2013-06-30,12,171918.36,171918.36,,,201103000000,,,,,
TCV/088/2012/SMPP/FUMCAD,UNIBES: União Brasileiro-Israelita do Bem-Estar Social,Viver sem Violência,Convênio - Passivo,,60978700000000,2012-07-02,2013-06-30,12,129203.0,129203.0,,,201100000000,,,,,
TCV/089/2012/SMPP/FUMCAD,Associação Programa Educar,Mecânico de Motocicletas,Convênio - Passivo,,1409530000000,2012-07-02,2014-10-14,28,338666.58,338666.58,,,201103000000,6074200000000000,,,,
TCV/090/2012/SMPP/FUMCAD,Associação Criança Brasil,Orientação e Acompanhamento ao Adolescente,Convênio - Passivo,,58373200000000,2012-07-02,2013-06-30,12,61200.0,61200.0,,,201000000000,,,,,
TCV/091/2012/SMPP/FUMCAD,Associação Criança Brasil,Viajando pelo Mundo das Letras,Convênio - Passivo,,58373200000000,2012-07-02,2013-06-30,12,34710.01,34710.01,,,6074200000000000,,,,,
TCV/092/2012/SMPP/FUMCAD,"Associação de Cultura, Educação e Assistência Social Santa Marcelina",Guri pra Valer,Convênio - Passivo,,10462500000000,2012-07-02,2013-06-30,12,180000.0,180000.0,,,201000000000,,,,,
TCV/093/2012/SMPP/FUMCAD,"Associação de Cultura, Educação e Assistência Social Santa Marcelina",Leitura da Vida na Casa Hope,Convênio - Passivo,,10462500000000,2012-07-02,2013-06-30,12,270000.0,270000.0,,,201000000000,6074200000000000,,,,
TCV/094/2012/SMPP/FUMCAD,LARAMARA - Associação Brasileira de Assistência À Pessoa com Deficiência Visual,Inclusão Social e Tecnologia Assistiva - Laramara,Convênio - Passivo,,67640400000000,2012-07-02,2013-06-30,12,446000.0,446000.0,,,201103000000,6074200000000000,,,,
TCV/101/2012/SMPP/FUMCAD,Associação Fazendo História,Histórias em Instituições de Acolhimento,Convênio - Passivo,,7325040000000,2012-08-01,2014-09-06,26,414995.0,414995.0,,,6074200000000000,,,,,
TCV/102/2012/SMPP/FUMCAD,FUNDESP: Fundação Esperança,FUNDESP um Olhar para o Futuro Atendimento Psicologico,Convênio - Passivo,,3215070000000,2012-08-01,2013-07-31,12,247644.48,247644.48,,,201202000000,6074200000000000,,,,
TCV/096/2012/SMPP/FUMCAD,Liga das Senhoras Católicas de São Paulo / Liga Solidária,Ampliar o Desenvolvimento,Convênio - Passivo,,60597000000000,2012-08-01,2013-07-31,12,158570.03,158570.03,,,201202000000,6074200000000000,,,,
TCV/103/2012/SMPP/FUMCAD,Associação Beneficente Comunitária Aurora,Meninos do ABC,Convênio - Passivo,,1429610000000,2012-08-01,2013-07-31,12,99086.0,99086.0,,,201202000000,6074200000000000,,,,
TCV/104/2012/SMPP/FUMCAD,IBEPEC: Instituto Brasileiro de Estudos e Pesquisas Comunitárias,Monitoramento e Fortalecimento do Sistema de Garantia,Convênio - Passivo,,629001000000,2012-08-01,2013-07-31,12,340579.5,340579.5,,,201202000000,6074200000000000,,,,
TCV/095/2012/SMPP/FUMCAD,Instituto Fomentando Redes e Empreendedorismo Social,Arteducando,Convênio - Passivo,,10589800000000,2012-08-01,2013-07-31,12,298306.44,298306.44,,,201202000000,,,,,
TCV/100/2012/SMPP/FUMCAD,ONGF: Organização Não Governamental Futurong - Ação Social Cultural,Musica Futurong,Convênio - Passivo,,5439540000000,2012-08-01,2013-07-31,12,348612.36,348612.36,,,201202000000,6074200000000000,,,,
TCV/098/2012/SMPP/FUMCAD,ADERE: Associação para Desenvolvimento Educacional e Recuperação do Excepcional,Incluir para Transformar,Convênio - Passivo,,43487800000000,2012-08-01,2014-09-14,26,614538.0,614538.0,,,201202000000,6074200000000000,,,,
TCV/099/2012/SMPP/FUMCAD,Arte Despertar,Arte e Cultura para Crianças e Adolescentes dos CCA's.,Convênio - Passivo,,2469080000000,2012-08-01,2014-07-31,24,407836.0,407836.0,,,201202000000,,,,,
TCV/097/2012/SMPP/FUMCAD,APAE: Associação de Pais e Amigos dos Excepcionais de São Paulo / Instituto Jô Clemente,"Futuro Jovem: Educação, Trabalho e Cidadania ",Convênio - Passivo,,60502200000000,2012-08-01,2013-07-31,12,762041.34,762041.34,,,201202000000,6074200000000000,,,,
TCV/105/2012/SMPP/FUMCAD,Fundação Julita,Fazendinha,Convênio - Passivo,,62805800000000,2012-08-01,2013-07-31,12,175114.4,175114.4,,,201202000000,6074200000000000,,,,
TCV/107/2012/SMPP/FUMCAD,Instituto Blandina Meirelles - Centro Comunitário e Creche Sinhazinha Meirelles,Brincando com Musica e Movimento,Convênio - Passivo,,62391800000000,2012-08-01,2013-07-31,12,70965.0,70965.0,,,201000000000,6074200000000000,,,,
TCV/109/2012/SMPP/FUMCAD,Núcleo Coração Materno,Familia e Proteção,Convênio - Passivo,,69129900000000,2012-08-01,2013-07-31,12,68586.64,68586.64,,,201202000000,6074200000000000,,,,
TCV/108/2012/SMPP/FUMCAD,Fundação Gol de Letra,Cenas de Criança,Convênio - Passivo,,2820610000000,2012-08-01,2014-07-01,24,1070302.5,1070302.5,,,201202000000,6074200000000000,,,,
TCV/106/2012/SMPP/FUMCAD,Associação AlfaSol,Unisol Cidadã,Convênio - Passivo,,2871770000000,2012-08-01,2013-07-31,12,574226.0,574226.0,,,201202000000,,,,,
TCV/111/2012/SMPP/FUMCAD,"Associação de Cultura, Educação e Assistência Social Santa Marcelina",Formação para o Protagonismo Infanto-Juvenil: Ampliando a Leitura do Mundo - Escrevendo a Própria História,Convênio - Passivo,,10462500000000,2012-09-01,2013-08-31,12,415800.0,415800.0,,,201000000000,,,,,
TCV/112/2012/SMPP/FUMCAD,Conjunto Assistencial Nossa Senhora da Conceição Aparecida,Caravana dos Sonhos,Convênio - Passivo,,62481100000000,2012-09-01,2013-08-31,12,84954.8,84954.8,,,201103000000,6074200000000000,,,,
TCV/113/2012/SMPP/FUMCAD,Instituto Acaia,Estudar para Entender o Mundo,Convênio - Passivo,,4449830000000,2012-09-01,2013-08-31,12,593760.12,593760.12,,,201001000000,6074200000000000,,,,
TCV/114/2012/SMPP/FUMCAD,Associação Cidade Escola Aprendiz,Projetando Mudanças,Convênio - Passivo,,3074380000000,2012-09-01,2013-08-31,12,583524.0,583524.0,,,6074200000000000,6074200000000000,,,,
TCV/115/2012/SMPP/FUMCAD,"Doutores da Alegria - Arte na Promoção da Saúde, na Formação e no Desenvolvimento Social",Manutenção e Expansão do Programa de Visitas de Palhaços em Hospitais de São Paulo,Convênio - Passivo,,491904000000,2012-09-01,2012-11-30,3,129375.0,129375.0,,,201001000000,,,,,
TCV/116/2012/SMPP/FUMCAD,Conjunto Assistencial Nossa Senhora da Conceição Aparecida,Arte e Folclore,Convênio - Passivo,,62481100000000,2012-09-01,2013-07-31,11,48987.09,48987.09,,,201103000000,6074200000000000,,,,
TCV/117/2012/SMPP/FUMCAD,"UNAS: União de Núcleos, Associações dos Moradores de Heliópolis e Região",SOPHIA - Conhecimento para a Vida,Convênio - Passivo,,38883700000000,2012-09-01,2013-08-31,12,312678.8,312678.8,,,201103000000,6074200000000000,,,,
TCV/118/2012/SMPP/FUMCAD,Associação Cidade Escola Aprendiz,Ações pela Educação Integral,Convênio - Passivo,,3074380000000,2012-09-01,2013-08-31,12,517104.0,517104.0,,,6074200000000000,6074200000000000,,,,
TCV/119/2012/SMPP/FUMCAD,ADD: Associação Desportiva para Deficientes,"ADD Kids - Esporte, Cultura e Lazer para Crianças e Adolescentes com Deficiência",Convênio - Passivo,,1207940000000,2012-09-01,2013-02-28,6,167773.17,167773.17,,,201000000000,,,,,
TCV/120/2012/SMPP/FUMCAD,Associação Beneficente dos Funcionários do Grupo AIlianz Seguros,Núcleo Infantil Vida Nova,Convênio - Passivo,,74636700000000,2012-09-01,2014-09-06,25,738000.0,738000.0,,,201000000000,6074200000000000,,,,
TCV/121/2012/SMPP/FUMCAD,ACM: Associação Cristã de Moços,Ampliando Horizontes para o Crescimento,Convênio - Passivo,,60982600000000,2012-09-01,2013-08-31,12,81645.48,81645.48,,,201000000000,6074200000000000,,,,
TCV/122/2012/SMPP/FUMCAD,Associação Cruz Verde,Comer Bem,Convênio - Passivo,,60762800000000,2012-09-01,2013-08-31,12,149244.36,149244.36,,,201000000000,,,,,
TCV/123/2012/SMPP/FUMCAD,AACD: Associação de Assistência à Criança Deficiente,Tecnologia para Pacientes com Deficiência Física,Convênio - Passivo,,60979500000000,2012-09-01,2013-08-31,12,3607000.0,3607000.0,,,201103000000,,,,,
TCV/124/2012/SMPP/FUMCAD,Grêmio Recreativo Cultural Escola de Samba Unidos de São Lucas,A Arte de Estampar,Convênio - Passivo,,45236100000000,2012-09-01,2013-08-31,12,241322.0,241322.0,,,201103000000,,,,,
TCV/125/2012/SMPP/FUMCAD,"Instituto de Música, Educação e Cultura Harold Berman Choro Blue",Choro Blue Vermelho,Convênio - Passivo,,8697930000000,2012-09-01,2013-08-31,12,122137.37,122137.37,,,201003000000,6074200000000000,,,,
TCV/126/2012/SMPP/FUMCAD,CIP: Congregação Israelita Paulista,Orquestra Jovem,Convênio - Passivo,,60766100000000,2012-09-01,2014-08-31,24,699800.36,699800.36,,,201103000000,6074200000000000,,,,
TCV/127/2012/SMPP/FUMCAD,ONG Pleno Viver,Pequenos Aventureiros,Convênio - Passivo,,7561540000000,2012-09-01,2013-08-31,12,214060.0,214060.0,,,201103000000,6074200000000000,,,,
TCV/128/2012/SMPP/FUMCAD,"UNAS: União de Núcleos, Associações dos Moradores de Heliópolis e Região",Jovens Alcooscientes,Convênio - Passivo,,38883700000000,2012-09-01,2014-08-31,24,708500.0,708500.0,,,201103000000,6074200000000000,,,,
TCV/129/2012/SMPP/FUMCAD,Via Cultural - Instituto de Pesquisa e Ação pela Cultura,Memórias Construídas,Convênio - Passivo,,7736440000000,2012-09-01,2013-02-28,6,162000.0,162000.0,,,201000000000,6074200000000000,,,,
TCV/130/2012/SMPP/FUMCAD,Fundação Orsa / Fundação Jari,Atleta Solidário,Convênio - Passivo,,74502600000000,2012-09-01,2014-10-17,26,253639.68,253639.68,,,201001000000,6074200000000000,,,,
TCV/131/2012/SMPP/FUMCAD,Associação Poder do Desejo,"Associação o Poder do Desejo, Transformando Sonhos em Realidade",Convênio - Passivo,,10453000000000,2012-09-01,2013-08-31,12,163918.96,163918.96,,,201001000000,6074200000000000,,,,
TCV/132/2012/SMPP/FUMCAD,Associação Brasileira de Busca e Defesa a Criança Desaparecida / Mães da Sé,Acolher,Convênio - Passivo,,1474090000000,2012-09-01,2013-08-31,12,255715.28,255715.28,,,6074200000000000,6074200000000000,,,,
TCV/133/2012/SMPP/FUMCAD,Associação Viver em Família para um Futuro Melhor,Iniciação Esportiva para um Futuro Melhor,Convênio - Passivo,,4831430000000,2012-09-01,2013-08-31,12,183974.0,183974.0,,,201003000000,,,,,
TCV/134/2012/SMPP/FUMCAD,ARCO - Associação Beneficente,Ateliê da Vida - Atividades Sócio-Culturais,Convênio - Passivo,,66862700000000,2012-09-01,2013-08-31,12,177414.9,177414.9,,,201103000000,6074200000000000,,,,
TCV/135/2012/SMPP/FUMCAD,Obra Social Dom Bosco,Fanfarra Dom Bosco,Convênio - Passivo,,61882400000000,2012-09-01,2013-02-28,6,48600.0,48600.0,,,201000000000,6074200000000000,,,,
